module_code,module_name,Old ID,question_code,sort,subject_id,module_code,reason,kind,content,REFERENCE,response_1,target_1,response_2,target_2,response_3,target_3,return_node,target_module,return,decision_node,meets_response,boolean,conclusion_1,conclusion_2,examples,asc,faq,help,report_summary,summary,report_content,response_fatal,target_fatal
15,registration_payments_arrangement,68,15-21,21,6,15,Registration Payments Arrangement,r,A convertible instrument with a contingently adjustable conversion ratio should be accounted for in accordance with ASC 470-20| Debt with Conversion and Other Options. A more through treatment of debt in general under ASC 470 will be undertaken by GAAP Logic in a future project.,,,,,,,,,,,,,,,,,,,,,,A convertible instrument with a contingently adjustable conversion ratio should be accounted for in accordance with ASC 470-20| Debt with Conversion and Other Options. A more through treatment of debt in general under ASC 470 will be undertaken by GAAP Logic in a future project.,,
15,registration_payments_arrangement,,15-22,22,6,15,Registration Payments Arrangement,r,A registration payament arrangement whose payment is determined by reference to 1) am observable market other than the market for the company's stock and/or 2) an observable index should accounted for as a derivative in accordance with ASC 815-10. Record the contract initially at fair value and remeasure subsequently at fair value at each reporting date.  Any changes in fair value should be recoognized as gain or loss in income.,,,,,,,,,,,,,,,,,,,,,,A registration payament arrangement whose payment is determined by reference to 1) am observable market other than the market for the company's stock and/or 2) an observable index should accounted for as a derivative in accordance with ASC 815-10. Record the contract initially at fair value and remeasure subsequently at fair value at each reporting date.  Any changes in fair value should be recoognized as gain or loss in income.,,
15,registration_payments_arrangement,,15-23,23,6,15,Registration Payments Arrangement,r,A registration payment arrangement whose consideration payment settles the instrument(s) subject to the arrangement should be accounted for as a contingent liability.,,,,,,,,,,,,,,,,,,,,,,A registration payment arrangement whose consideration payment settles the instrument(s) subject to the arrangement should be accounted for as a contingent liability.,,
15,registration_payments_arrangement,,15-24,24,6,15,Registration Payments Arrangement,r,A registration payment arrangement should be accounted for in accordance with ASC 825-20--Registration Payment Arrangements.,,,,,,,,,,,,,,,,,,,,,,A registration payment arrangement should be accounted for in accordance with ASC 825-20--Registration Payment Arrangements.,,
17,conventional_convertible_debt,164,17-1,1,12,17,Conventional Convertible Debt,q,Conventional convertible debt info node,,Continue,17-2,,,,,,,,,,,,,,,,,,,,,
17,conventional_convertible_debt,164,17-2,2,12,17,Indexed to Own Stock,q,Does the conversion provision provide the holder the option to convert into only a fixed number of shares or the equivalent amount of cash (at the discretion of the issuer)?,,Yes,17-3,No,17-3,,,,,,17-6,Yes,,,,,,,,,,Does the conversion provision provide the holder the option to convert into only a fixed number of shares or the equivalent amount of cash (at the discretion of the issuer)?,No,17-7
17,conventional_convertible_debt,165,17-3,3,12,17,Conventional Convertible Debt,q,Is the ability to exercise the option based solely on the passage of time or a contingent event?,,Yes,17-4,No,17-4,,,,,,17-6,Yes,,,,,,,,,,Is the ability to exercise the option based solely on the passage of time or a contingent event?,No,17-8
17,conventional_convertible_debt,166,17-4,4,12,17,Conventional Convertible Debt,q,Does the conversion provision include adjustments to the number of shares issuable upon conversion?,,Yes,17-5,No,17-5,,,,,,,,,,,,,,,,,Does the conversion provision include adjustments to the number of shares issuable upon conversion?,,
17,conventional_convertible_debt,167,17-5,5,12,17,Conventional Convertible Debt,q,Are the adjustments solely standard antidilution provisions?,,Yes,17-6,No,17-6,,,,,,17-6,Yes,,,,,,,,,,Are the adjustments solely standard antidilution provisions?,No,17-12
17,conventional_convertible_debt,168,17-6,6,12,17,Conventional Convertible Debt,d,Pass - meets definition of conventional convertible debt,,Yes,17-11,No,17-12,,,,,TRUE,,Yes,and,The contract meets the definition of conventional convertible debt.,The contract does not meet the definition of conventional convertible debt.,,,,,,,Pass - meets definition of conventional convertible debt,No,17-7
17,conventional_convertible_debt,168,17-7,7,12,17,Conventional Convertible Debt,cf,The contract does not meet the definition of conventional convertible debt since exercise of the conversion feature does not yield the holder only a fixed number of shares or the cash equivalent of a fixed number of shares at the discretion of the issuer.,,,,,,,,,,TRUE,,,,,,,,,,,,,,
17,conventional_convertible_debt,168,17-11,11,12,17,Conventional Convertible Debt,r,Meets definition. Account for it as conventional convertible debt.,,,,,,,,,,,,,,,,,,,,,,,,
17,conventional_convertible_debt,168,17-12,12,12,17,Conventional Convertible Debt,r,Fails to meet definition. Account for it as regular debt,,,,,,,,,,,,,,,,,,,,,,,,
18,beneficial_conversion_feature,239,18-1,1,13,18,Beneficial Conversion Feature,i,BCF info node,,Continue,18-3,,,,,,,,,,,,,,,,,,,,,
18,beneficial_conversion_feature,239,18-2,2,13,18,Beneficial Conversion Feature,i,BCF info node,,Continue,18-3,,,,,,,,,,,,,,,,,,,,,
18,beneficial_conversion_feature,239,18-3,3,13,18,Beneficial Conversion Feature,q,Is there a beneficial conversion feature as of the date of issuance?,,Yes,18-4,No,18-6,,,,,,,,,,,,,,,,A beneficial conversion feature exists when the effective conversion price is less then the stock price at inception of the agreement.  The effective conversion price is not necessarily the conversion price written into the agreement; rather| the effective conversion price equals the per share issuance proceeeds allocated to the convertible instrument.  Click ||Help|| for more information.,Is there a beneficial conversion feature as of the date of issuance?,No,18-5
18,beneficial_conversion_feature,240,18-4,4,13,18,Beneficial Conversion Feature,q,Upon conversion may the entire convertible debt instrument be entirely or partially settled in cash or by transfer of some other asset?,,Yes,18-7,No,18-8,,,,,TRUE,,,,,,,,,,,,Upon conversion may the entire convertible debt instrument be entirely or partially settled in cash or by transfer of some other asset?,,
18,beneficial_conversion_feature,240,18-5,5,13,18,Beneficial Conversion Feature,cf,the convertible debt instrument does not contain a beneficial conversion feature.,,,,,,,,,,,,,,,,,,,,,,,,
18,beneficial_conversion_feature,,18-6,6,13,18,Beneficial Conversion Feature,r,Account for the instrument as conventional debt. A more through treatment of debt will be undertaken by GAAP Logic in a future project.,,,,,,,,,,,,,,,,,,,,,,Account for the instrument as conventional debt. A more through treatment of debt will be undertaken by GAAP Logic in a future project.,,
18,beneficial_conversion_feature,,18-7,7,13,18,Beneficial Conversion Feature,r,Account for the liability and equity components separately in accordance with the Cash Conversion subsections ASC 470-20. A more through treatment of debt will be undertaken by GAAP Logic in a future project.,,,,,,,,,,,,,,,,,,,,,,Account for the liability and equity components separately in accordance with the Cash Conversion subsections ASC 470-20. A more through treatment of debt will be undertaken by GAAP Logic in a future project.,,
18,beneficial_conversion_feature,,18-8,8,13,18,Beneficial Conversion Feature,r,Account for the debt and the beneficial conversion feature separately in accordance with ASC 470-20. A more through treatment of debt will be undertaken by GAAP Logic in a future project.,,,,,,,,,,,,,,,,,,,,,,Account for the debt and the beneficial conversion feature separately in accordance with ASC 470-20. A more through treatment of debt will be undertaken by GAAP Logic in a future project.,,
19,definition_embedded,169,19-1,1,11,19,Embedded Derivatives,i,Embedded derivative info node,,Continue,19-3,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,169,19-2,2,11,19,Embedded Derivatives,i,Embedded derivative info node,,Continue,19-4,,,,,,,,,,,,,,,,,,,,,
19,definition_embedded,169,19-3,3,11,19,Embedded Derivatives,q,Does the embedded feature meet one or more of the available ascope exceptions set forth in ASC 815-,,Yes,19-56,No,19-4,,,,,,,,,,,,,,,,,,No,19-52
19,definition_embedded,169,19-4,4,11,19,Embedded Derivatives,q,Is there 1) one or more underlyings| and 2) a notional amount| a payment provision| or both?,,Yes,19-11,No,19-11,Analyze,19-5,19-4,,,19-51,Yes,,,,,,,,,You have determined that the host contract is not conventional convertible debt. The next step is to determine if the embedded feature meets the accounting definition of a derivative. There are three criteria that make up the definition. This is the first. The questions that follow will address the second and third criteria.,Is there 1) one or more underlyings| and 2) a notional amount| a payment provision| or both?,No,19-53
19,definition_embedded,170,19-5,5,11,19,Embedded Derivatives,q,Is there one or more underlyings?,,Yes,19-6,No,19-10,,,,,,,,,,,,,,,,,Is there one or more underlyings?,No,19-53
19,definition_embedded,171,19-6,6,11,19,Embedded Derivatives,q,Is there a notional amount?,,Yes,19-7,No,19-8,,,,,,,,,,,,,,,,,Is there a notional amount?,,
19,definition_embedded,,19-7,7,11,19,Embedded Derivatives,q,Do the underlying (or one of the underlyings) and the notional amount interact to determine the amount of the settlement of the contract? ,,Yes,19-8,No,19-8,,,,,,19-10,Yes,,,,,,,,,,Do the underlying (or one of the underlyings) and the notional amount interact to determine the amount of the settlement of the contract? ,,
19,definition_embedded,172,19-8,8,11,19,Embedded Derivatives,q,Is there a payment provision?,,Yes,19-9,No,19-10,,,,,,,,,,,,,,,,,Is there a payment provision?,,
